,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
373,Caregiver reported individual suffering from dementia was missing,Missing Person,Closed,Dorchester between 57th & 58th,4/16/18 1:30 PM,4/16/18 2:40 PM,18-00363
374,Boyfriend struck girlfriend in the face with his fist / Arrested by UCPD,Domestic Battery,Arrest,5730 S. Drexel (Comer Hospital),4/16/18 9:38 PM,4/16/18 9:38 PM,18-00364
375,Subject took merchandise from the off campus retail establishment without paying / UCPD officer detained suspect / Management declined prosecution,Theft,Ex. Cleared,1346 E. 53rd St. (Target),4/17/18 10:30 AM,4/17/18 10:30 AM,18-00365
376,Number generated in error,Void,Void,Void,Void,Void,18-00366
377,Individual transported to ER for evaluation and treatment,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),4/17/18 4:34 PM,4/17/18 4:34 PM,18-00367
378,"Two unknown suspects, one of whom implied a weapon, no weapon seen, took a cell phone and wallet from an individual walking on the sidewalk off campus / CPD case JB228021",Information / Aggravated Robbery,CPD,5412 S. Kimbark (Public Way),4/17/18 11:45 PM,4/17/18 11:50 PM,18-00368
379,"DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was sexually assaulted by an acquaintance / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,1005 E. 60th St. (Burton-Judson RH),January 2018 - Date and time unknown,4/18/18 9:34 AM,CSA Report    18-024
380,Individual reports losing an Amazon Kindle while in the library,Lost Property,Closed,1100 E. 57th St. (Regenstein),4/7/18 10:00 AM to 6:00 PM,4/18/18 3:41 PM,18-00369
381,Bicycle secured to bike rack taken by unknown person,Theft,Open,5812 S. Ellis (Brain Research Bike Rack),4/18/19 to 4/19/19 7:00 AM to 10:00 AM,4/19/18 10:23 AM,18-00370
382,Victim walking on the sidewalk off campus was approached by three suspects who struck him on the hand with a metal pipe / Suspects took cash and a bag from the victim before fleeing eastbound / CPD case JB229543,Information / Armed Robbery,CPD,1126 E. 47th St. (Public Way),4/19/18 9:50 AM,4/19/18 10:02 AM,18-00371
383,UCPD officer detained suspect who had taken two cases of beer from the store without paying / Management declined to prosecute,Theft,Ex. Cleared,1554 E. 55th St. (Walgreens),4/19/18 1:00 PM,4/19/18 1:13 PM,18-00372
384,Individual found a debit card and turned it over to UCPD for safekeeping,Found Property,Closed,1116 E. 59th St. (Harper Library),4/19/18 1:36 PM,4/19/18 1:36 PM,18-00373
385,"Subsequent to stopping a motorist for a traffic violation, UCPD officer arrested the motorist who was wanted for violation of an order of protection",Warrant Arrest,Arrest,1000 E. 53rd St.,4/19/18 4:40 PM,4/19/18 4:40 PM,18-00374
386,"Individual exited taxi without paying fare / Suspect entered building to get money, but never returned / Subsequent to investigation, the suspect paid fare, driver declined to prosecute",Deceptive Practice / Theft of Service,Ex. Cleared,Hyde Park between Woodlawn & Kimbark,4/19/18 11:10 PM,4/19/18 11:12 PM,18-00375
387,Unknown individual used another person's identification to be admitted to the hospital / Suspect departed when questioned,Information,Closed,5815 S. Maryland (Mitchell Hospital),4/18/18 8:50 AM,4/20/18 9:32 AM,18-00376
388,"UCPD officers approached an occupied vehicle that had been reported stolen to Chicago police / Driver of the stolen vehicle drove over a curb and without regard for the safety of pedestrians, drove over the grassy area of the park and fled on the opposite roadway",Reckless Conduct,Open,1363 E. Midway Pl.,4/17/18 4:50 PM,4/20/18 1:18 PM,18-00377
389,Suspect took 6 bottles of alcoholic beverages from a retail establishment without paying / UCPD officers located and arrested the suspect,Theft,Arrest,1526 E. 55th St.,4/20/18 6:10 PM,4/20/18 6:21 PM,18-00378
390,Individual fell to the floor during athletic event complained of injury / Transported to ER by CFD EMS for evaluation and treatment,Injured Person,Closed,5550 S. University (Crown Field House),4/20/18 9:30 PM,4/20/18 9:40 PM,18-00379
391,Backpack was reported lost but was later found nearby,Lost / Found Property,Closed,5801 S. Dorchester (Public Way),4/20/18 11:45 PM,4/20/18 11:55 PM,18-00380
392,Sick person transported to ER by CFD EMS,Medical Call,Closed,5500 S. University (Campus North RH),4/21/18 2:06 AM,4/21/18 2:06 AM,18-00381
393,Glass panel in Ex Libris café fell to the floor and shattered / Cause unknown at this time,Damage to Property,Closed,1100 E. 57th St. (Regenstein Library),4/21/18 8:15 PM,4/21/18 8:27 PM,18-00382
394,Victim and unknown suspect met online and agreed to meet outside of Comer Hospital and buy a cell phone / Suspect used counterfeit currency to purchase phone before fleeing in a waiting vehicle,Deceptive Practice / Counterfeit Documents,Open,5730 S. Drexel,4/21/18 11:20 PM,4/21/18 11:27 PM,18-00383
395,"CPD and UCPD officers responded to calls of shots fired off campus and found a parked, unoccupied vehicle was damaged / No injuries reported / CPD case JB233155",Information,CPD,4716 S. Ellis (Public Way),4/22/18 3:19 AM,4/22/18 3:19 AM,18-00384
396,Two parking gate barrier arms at the south entrance/exit  of the parking structure were broken / Cause unknown at this time,Damage to Property,Closed,6054 S. Drexel (Parking Structure),4/22/18 7:05 PM,4/22/18 7:05 PM,18-00386
397,Number generated in error,Void,Void,Void,Void,Void,18-00385
398,"UCPD officer arrested a subject wanted on an outstanding warrant from McLean County, IL",Warrant Arrest,Arrest,6100 S. Cottage Grove (Public Way),4/23/18 10:18 AM,4/23/18 10:18 AM,18-00387
399,Victim was bitten on the leg by a dog while walking in the hallway of an off campus private apartment building / CPD case,Information / Dog Bite,CPD,Everett between 55th & 56th,4/23/18 8:10 PM,4/23/18 8:50 PM,18-00388
400,Individual transported to St. Bernard Hospital for evaluation and treatment,Mental Health Transport,Closed,860 E. 59th St. (Goldblatt Pavilion),4/23/18 7:55 PM,4/23/18 7:55 PM,18-00389
401,"Suspect was seen removing two valve caps from tires of a parked, unoccupied vehicle / Owner declined to prosecute",Theft,Ex. Cleared,1008 E. 59th St. (Public Way),4/24/18 7:10 AM,4/24/18 7:46 AM,18-00390
402,"Two Dell computer monitors taken from unattended, unsecured mail room / Follow up investigation revealed there was a clerical error and no computer monitors are missing",Theft,Unfounded,1427 E. 60th St. (Press Building),4/23/18 3:20 PM to 4:00 PM,4/24/18 9:23 AM,18-00391
403,Individual transported to ER for evaluation and treatment,Mental Health Transport,Closed,5801 S. Cottage Grove (Public Way),4/24/18 5:22 PM,4/24/18 5:22 PM,18-00392
404,Secured bicycle taken from bike rack,Theft,Open,929 E. 57th St. (Gordon Center Bike Rack),4/24/18 9:00 AM to 8:00 PM,4/24/18 8:17 PM,18-00393
405,"Three unknown suspects, one armed with a handgun, took iPhone from victim walking on the sidewalk off campus / CPD case JB236801",Information / Armed Robbery,CPD,6141 S. University (Public Way),4/24/18 10:15 PM,4/24/18 10:18 PM,18-00394
406,Individual reports losing laptop computer,Lost Property,Closed,6031 S. Ellis to 57th & University,4/24/18 8:00 AM to 9:30 PM,4/24/18 11:12 PM,18-00395
407,Individual reports losing iPhone in Swift Hall,Lost Property,Closed,1025 E. 58th St. (Swift Hall),4/25/18 10:45 AM to 11:10 AM,4/25/18 4:41 PM,18-00396
408,Unknown person(s) gained unlawful entry to off campus private apartment and took electronics / CPD case JB237794,Information / Burglary,CPD,Drexel between 53rd & 54th,4/25/18 10:10 AM to 5:00 PM,4/25/18 5:01 PM,18-00397
409,"Report of graffiti on wall in 1st floor restroom / Writing removed, no damage to property resulted",Information,Closed,5640 S. University (Bartlett Commons),4/26/18 10:32 AM,4/26/18 10:32 AM,18-00398
410,Secured bicycle taken from bike rack,Theft,Open,1414 E. 59th St. (I-House Bike Rack),4/26/18 to 4/27/18 7:00 PM to 8:00 AM,4/27/18 8:58 AM,18-00399
411,Staff member received a harassing letter in the mail / Previously reported to suburban law enforcement agency,Information,Referred,5815 S. Maryland (Mitchell Hospital),4/25/18 2:00 PM,4/27/18 11:08 AM,18-00400
412,Individual fell injuring pelvis / Transported to ER by CFD EMS for evaluation and treatment,Injured Person,Closed,6031 S. Ellis (Granville-Grossman RH),4/27/18 2:40 PM,4/27/18 3:13 PM,18-00401
413,Boyfriend kicked girlfriend during a domestic altercation / Suspect fled before police arrived / Suspect arrested by UCPD on 12/3/18,Battery / Domestic,Arrest,5730 S. Drexel (Comer),4/27/18 6:25 PM,4/27/18 6:43 PM,18-00402
414,Secured bicycle taken from bike rack,Theft,Open,1100 E. 57th St. (Regenstein Library Bike Rack),4/28/18 6:00 PM to 9:30 PM,4/28/18 9:37 PM,18-00403
415,Individual reported being struck on the head when a door was slammed in her face in off campus private apartment / Individual received medical treatment at ER,Information / Injured Person,Closed,57th St. between Harper & Lake Park,4/27/18 11:45 PM,4/28/18 10:44 PM,18-00404
416,Victim reported she was sexually assaulted by an acquaintance / CPD case JB243052,Criminal Sexual Assault,CPD,6031 S. Ellis (Granville-Grossman RH),12/2/17 10:30 PM,4/29/18 7:08 PM,18-00405
417,Bicycle taken from bike rack / Victim unsure if bike was secured with a lock,Theft,Open,1414 E. 59th St. (I-House Bike Rack),4/29/18 7:00 PM to 7:30 PM,4/29/18 8:43 PM,18-00406
418,Individual standing on the sidewalk off campus was approached by a suspect riding a bicycle / Suspect implied a weapon - no weapon seen - and took cash from victim before fleeing on bike / UCPD officers located and arrested suspect who is charged with 2 counts of aggravated robbery / Refer to 18-00407 & 18-00409,Aggravated Robbery,Arrest,1326 E. 57th St. (Public Way),4/29/18 9:40 PM,4/29/18 10:16 PM,18-00410
419,"Individual walking on the sidewalk was approached by a suspect riding a bicycle / Suspect implied a weapon - no weapon seen - suspect demanded cash, but victim had no cash, suspect fled on bike  / UCPD officers located and arrested suspect who is charged with 2 counts of aggravated robbery / Refer to 18-00407 & 18-00410",Attempt Aggravated Robbery,Open,5737 S. Kenwood (Public Way),4/29/18 9:50 PM,4/29/18 10:00 PM,18-00409
420,Individual standing on the sidewalk was approached by a suspect riding a bicycle / Suspect implied a weapon - no weapon seen - and took cash from victim before fleeing on bike / UCPD officers located and arrested suspect who is charged with 2 counts of aggravated robbery / Refer to 18-00409 & 18-00410,Aggravated Robbery,Arrest,6000 S. Dorchester (Public Way),4/29/18 9:53 PM,4/29/18 9:54 PM,18-00407
421,Sick person transported to ER by CFD EMS,Medical Call,Closed,5500 S. University (Campus North RH),4/30/18 12:55 AM,4/30/18 12:55 AM,18-00408
422,Report of damage to UC owned vehicle / Cause unknown at this time,Damage to Property,Closed,850 E. 61st St. (UCPD HQ),4/30/18 10:00 AM,4/30/18 10:00 AM,18-00411
423,Staff member found a small quantity of marijuana in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5815 S. Maryland (Mitchell Hospital),4/30/18 12:00 PM,4/30/18 12:15 PM,18-00412
424,Unknown person took victim's cell phone from the table where she was seated,Theft,Open,5758 S. Maryland (DCAM Café),4/30/18 12:10 PM to 12:15 PM,4/30/18 12:29 PM,18-00413
425,A group of four individuals involved in a physical confrontation / No one wanted to sign complaints / Peace restored,Information,Closed,5721 S. Maryland (Sidewalk),4/30/18 6:45 PM,4/30/18 6:48 PM,18-00414
426,"Subject, without cause, struck an acquaintance several times with his fists as they stood on the sidewalk off campus / Victim declined prosecution / Suspect transported to Jackson Park Hospital for mental evaluation",Battery,Ex. Cleared,1554 E. 55th St. (Public Way),5/1/18 9:40 AM,5/1/18 9:43 AM,18-00415
427,Secured bicycle taken from bike rack over an extended period of time,Theft,Open,5735 S. Maryland (Bike Rack),11/20/17 to 5/1/18 9:00 PM to 12:00 PM,5/1/18 12:07 PM,18-00416
428,Front passenger's side window of parked vehicle was shattered by an unknown object,Criminal Damage to Property,Open,5735 S. Cottage Grove (Public Way),4/30/18 to 5/1/18 11:00 PM to 8:30 AM,5/1/18 4:40 PM,18-00417
429,First Transit supervisor turned over a cell phone found on a UC Shuttle bus / Inventoried for safekeeping at UCPD,Found Property,Closed,850 E. 61st St. (UCPD HQ),5/1/18 7:56 AM,5/1/18 7:56 AM,18-00418
430,Number generated in error,Void,Void,Void,Void,Void,18-00419
431,Bicyclist struck by motor vehicle off campus / Cyclist transported to UC Trauma Center by CFD EMS for treatment / CPD case JB245714,Information / Traffic Crash / Personal Injury,CPD,6300 S. Ellis,5/1/18 5:25 PM,5/1/18 5:27 PM,18-00420
432,UCPD officers assisted CPD with a reported abduction off campus / CPD case JB246274,Assist Other Agency,CPD,6140 S. Blackstone,5/2/18 1:05 AM,5/2/18 1:35 AM,18-00421
433,Individual found a Bank of America credit card on the sidewalk / Credit card turned over to Bank of America branch,Found Property,Closed,5700 S. University,5/2/18 10:05 AM,5/2/18 10:05 AM,18-00422
434,A delivery driver was approached off campus by 3 suspects who struck him and took packages before fleeing / CPD and UCPD detained 2 suspects and recovered property / CPD case JB246675,Assist Other Agency / Robbery,CPD / Arrest,1236 E. 53rd St. (Public Way),5/2/18 10:50 AM,5/2/18 10:52 AM,18-00423
435,Cell phone found at 47th & Lake Park turned over to UCPD / Owner contacted and will retrieve phone,Found Property,Closed,850 E. 61st St. (UCPD HQ),5/2/18 11:47 AM,5/2/18 11:47 AM,18-00424
436,"As a result of an argument off campus, one Subject struck the other in the face with his fist / Suspect arrested by UCPD officers",Battery,Arrest,5470 S. Lake Park (Public Way),5/2/18 2:00 PM,5/2/18 2:03 PM,18-00425
437,Victim walking on the street off campus was approached by three unknown males who struck him with fists and took a cell phone before fleeing on foot / UCPD officers apprehended three individuals,Robbery,Arrest,5518 S. Everett,5/2/18 10:05 PM,5/2/18 10:16 PM,18-00427
438,"Victim walking on the street off campus was approached by three unknown males who struck him with fists and took a cell phone, wallet and keys before fleeing on foot / UCPD officers apprehended three individuals / Victim's property recovered",Robbery,Arrest,1709 E. 55th St.,5/2/18 9:50 PM,5/2/18 10:15 PM,18-00428
439,Number generated in error,Void,Void,Void,Void,Void,18-00429
440,A subject was seen taking food from the café without paying / Subject left before police were called,Theft,Open,5706 S. University (Pret A Manger Café),5/3/18 9:20 AM,5/3/18 11:08 AM,18-00430
441,Secured bicycle taken from bike rack,Theft,Open,5530 S. Ellis (Ratner A.C. Bike Rack),4/21/18 to 5/2/18 1:00 PM to 1:00 PM,5/3/18 3:59 PM,18-00431
442,Boyfriend took girlfriend's car keys during a domestic dispute / Keys returned and peace restored,Information / Domestic Disturbance,Closed,6030 S. Ellis (Public Way),5/3/18 6:20 PM,5/3/18 6:25 PM,18-00432
443,Suspect took bottles of alcoholic beverages from store without paying / Suspect located and arrested by UCPD officer / Charged with felony retail theft,Theft,Arrest,1526 E. 55th St.,5/3/18 9:15 PM,5/3/18 9:36 PM,18-00433
444,"Student left school without permission / Student found at home, safe and secure",Information,Closed,6300 S. University (Woodlawn Charter School),5/4/18 9:20 AM,5/4/18 9:28 AM,18-00434
