,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
370,Three unauthorized individuals were given trespass warnings,Information,Closed,1111 E. 60th St. (Law School),4/9/19 12:40 PM,4/9/19 12:40 PM,19-00374
371,Number generated in error,Void,Void,Void,Void,Void,19-00375
372,Individual reports loss of credit card while on campus,Lost Property,Closed,850 E. 61st St. (UCPD HQ),4/9/19 1:55 PM to 4:00 PM,4/9/19 4:19 PM,19-00376
373,Staff member found a small quantity of suspect cocaine that was turned over to UCPD for proper disposal,Found Narcotics,Closed,5656 S. Maryland (UCMED),4/10/19 1:58 AM,4/10/19 1:58 AM,19-00377
374,Staff member reports lost prescription pad,Lost Property,Closed,5758 S. Maryland (DCAM),3/27/19 to 3/28/19 4:00 PM to 8:00 AM,4/10/19 9:41 AM,19-00378
375,Cell phone found on UC Shuttle Bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),4/10/19 1:26 PM,4/10/19 1:26 PM,19-00379
376,Individual transported to Jackson Park Hospital by CFD EMS for evaluation,Mental Health Transport,Closed,1208 E. 53rd St.,4/10/19 3:16 PM,4/10/19 3:16 PM,19-00380
377,Coins taken from unlocked car parked in the parking structure,Theft from Motor Vehicle,Open,5505 S. Ellis (Parking Structure),4/10/19 1:45 PM to 4:30 PM,4/10/19 5:03 PM,19-00381
378,Bicyclist struck the door of a vehicle / Cyclist treated on the scene by CFD EMS / 2019-MVA00078,Traffic Crash,Closed,5850 S. Kimbark,4/10/19 5:41 PM,4/10/19 5:41 PM,19-00382
379,Reports of shots fired off campus / Damage to front door and windows of private residence / No injuries reported / CPD case JC219696,Information / Shots Fired / Damage to Property,CPD,Kimbark between 61st & 62nd,4/10/19 8:45 PM,4/10/19 8:45 PM,19-00383
380,Disturbed patient struck a staff member / Prosecution declined,Battery,Ex. Cleared,5656 S. Maryland (UCMED),4/11/10 10:50 AM,4/11/19 11:12 AM,19-00384
381,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,Various locations on campus,6/1/18 to 4/10/19  Various dates and times,4/11/19 12:04 PM,CSA Report    19-014
382,"Three suspects approached victim walking up to his off-campus residence, struck victim with fists before fleeing with a cell phone / All suspects located and arrested by UCPD",Robbery,Arrest,Woodlawn between 48th & 49th,4/11/19 1:40 PM,4/11/19 1:50 PM,19-00385
383,Individual suffered a laceration on the forehead while playing softball / Transported by CFD EMS to the UCMED for treatment,Medical Call,Closed,5823 S. Kenwood (Kovler Gym),4/11/19 7:30 PM,4/11/19 7:40 PM,19-00386
384,Number generated in error,Void,Void,Void,Void,Void,19-00387
385,Illinois license plate sticker found / Inventoried at UCPD HQ,Found Property,Closed,5454 S. Dorchester,4/4/19 4:42 PM,4/12/19 10:00 AM,19-00388
386,Laptop taken from an unsecured book bag,Theft,Open,6031 S. Ellis (Granville-Grossman RH),4/10/19 to 4/11/19 4:30 PM to 7:30 PM,4/12/19 11:44 AM,19-00389
387,Card holder with Ventra debit card was found and turned over to UCPD for safekeeping,Found Property,Closed,970 E. 58th St. (Bookstore),4/12/19 12:37 PM,4/12/19 12:37 PM,19-00390
388,Information relating to a posting on a social media site,Information,Closed,850 E. 61st St. (UCPD HQ),3/30/19 1:55 PM,4/12/19 5:40 PM,19-00391
389,Number generated in error,Void,Void,Void,3/30/19 1:55 PM,Void,19-00392
390,Individual found cell phone on UC shuttle bus and turned it over to UCPD for safekeeping,Found Property,Closed,5400 S. Dorchester,4/12/19 9:30 AM,4/12/19 2:30 PM,19-00393
391,Suspect found with a small amount of marijuana / Substance confiscated for proper disposal,Possession of Narcotics,Closed,5505 S. Ellis (Parking Structure),4/12/19 10:34 PM,4/12/19 10:34 PM,19-00394
392,Wallet found and inventoried for safekeeping at UCPD HQ,Found Property,Closed,5640 S. University (Bartlett Commons),4/12/19 2:10 PM,4/12/19 3:51 PM,19-00395
393,"Unknown suspect, implied a weapon, no weapon seen, and took an iPhone and wallet from a victim walking on the sidewalk off campus / CPD report JC222567",Information / Aggravated Robbery,CPD,5422 S. University (Public Way),4/13/19 12:20 AM,4/13/19 12:24 AM,19-00396
394,Sick person transported to the UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,1200 E. Midway Pl. (Uber Vehicle),4/13/19 12:38 AM,4/13/19 12:38 AM,19-00397
395,Handgun found at the base of a tree on park property / Inventoried at UCPD,Found Weapon,Closed,1427 E. Midway Pl.,4/13/19 9:14 AM,4/13/19 9:14 AM,19-00398
396,Person reported missing from another jurisdiction was located / Transported to UCMED by CFD EMS for evaluation,Missing Person Found,Closed,1427 E. 60th St. (Public Way),4/13/19 9:05 PM,4/13/19 9:08 PM,19-00399
397,UCPD officer detained a suspect who was turned over to CPD for investigation,Assist Other Agency,CPD,5550 S. Payne Dr.,4/13/19 10:27 PM,4/13/19 10:27 PM,19-00400
398,An individual walking in the basement struck an overhead pipe with his head causing laceration / Treated by CFD EMS / Declined additional medical treatment,Injured Person,Closed,1005 E. 60th St. (Burton-Judson RH),4/13/19 11:25 PM,4/13/19 11:28 PM,19-00401
399,"After consuming alcoholic beverages, underage individual created a disturbance and was removed from the property / Peace restored",Liquor Law Violation,Referred,5615 S. University,4/14/19 2:11 AM,4/14/19 2:11 AM,19-00402
400,Staff member found a small bag of narcotics in patient's room / Contraband turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),4/14/19 9:45 PM,4/14/19 10:07 PM,19-00403
401,Three unknown suspects used force to take property from a victim walking on the sidewalk off campus / CPD case JC224847,Information / Robbery,CPD,1556 E. 59th St. (Public Way),4/15/19 3:15 AM,4/15/19 3:21 AM,19-00404
402,Wallet taken from a purse that was hung on the back of a chair,Theft,Open,5700 S. Drexel (Starbucks Caf�),4/15/19 12:00 PM to 12:55 PM,4/15/19 1:18 PM,19-00405
403,A plastic tube fell and struck victim on the head / Transported to UCMED for evaluation and treatment,Injured Person,Closed,929 E. 57th St. (Gordon Center),4/15/19 3:35 PM,4/15/19 4:09 PM,19-00406
404,UCPD officer found a small bag of marijuana on the street / Taken to UCPD HQ for proper disposal,Found Narcotics,Closed,1414 E. 61st Pl. (Public Way),4/15/19 4:55 PM,4/15/19 4:55 PM,19-00407
405,Reports of shots fired off campus / Shell casings found / No injuries or property damage reported / CPD case JC225645,Information / Shots Fired,CPD,1519 E. 61st St. (Public Way),4/15/19 4:41 PM,4/15/19 4:41 PM,19-00408
406,"An unknown subject displayed a handgun on the street off campus, placing victim in fear / CPD case JC226105",Information / Aggravated Assault,CPD,6103 S. Ingleside (Public Way),4/15/19 11:35 PM,4/15/19 11:39 PM,19-00409
407,Ill person treated by CFD EMS / Declined further treatment,Medical Call,Closed,1116 E. 59th St. (Harper),4/16/19 9:25 AM,4/16/19 9:29 AM,19-00410
408,"Suspect, without provocation, struck victim with his fist and fled / Suspect located and detained by UCPD / Victim declined prosecution",Battery,Ex. Cleared,1111 E. 60th St. (Law School),4/16/19 9:54 AM,4/16/19 9:54 AM,19-00411
409,Person suffering from dementia left the hospital and was reported missing / Missing person later located by CPD and escorted home,Missing Person,Closed,5815 S. Maryland (Mitchell Hospital),4/16/19 11:30 AM,4/16/19 12:06 PM,19-00412
410,Report to document behavior and termination of contract employee,Information,Closed,5500 S. University (Baker Dining Hall),4/8/19 to 4/16/19 Various times,4/16/19 5:13 PM,19-00413
411,Number generated in error,Void,Void,Void,Void,Void,19-00414
412,Four unknown suspects forcibly took purse from victim walking on the sidewalk off campus before fleeing on foot / CPD case JC227342,Information / Robbery,CPD,1400 E. Hyde Park (Public Way),4/16/19 8:55 PM,4/16/19 9:05 PM,19-00415
413,Unknown person(s) forced entry to Parked UC owned vehicle and took 2 refrigeration gauges,Theft from Motor Vehicle,Open,1442 E. 59th St. (Public Way),4/16/19 to 4/17/19 3:45 PM to 6:00 AM,4/17/19 6:07 AM,19-00416
414,Cell phone taken from table in caf� while victim was distracted,Theft,Open,915 E. 60th St. (Logan Center),4/17/19 3:25 PM,4/17/19 3:27 PM,19-00417
415,Report of minor damage to UC owned vehicle,Damage to Property,Closed,850 E. 61st St. (UCPD HQ),4/18/19 9:09 AM,4/18/19 9:09 AM,19-00418
416,Disturbed patient struck a staff member / Arrest and charges pending suspect release from hospital,Battery,Open,5656 S. Maryland (UCMED),4/18/19 7:40 AM,4/18/19 9:30 AM,19-00419
417,Lost cell phone was found and returned to owner,Lost/Found Property,Closed,5721 S. Maryland (Comer Hospital),4/18/19 10:45 AM to 11:00 AM,4/18/19 11:14 AM,19-00420
418,Suspect struck and kicked a UCM staff member / Suspect arrested and charged with felony battery,Battery,Arrest,5700 S. Maryland (CCD),4/18/19 1:45 PM,4/18/19 1:45 PM,19-00421
419,A car key was found and turned over to UCPD for safekeeping,Found Property,Closed,5813 S. Blackstone,4/18/19 2:41 PM,4/18/19 2:41 PM,19-00422
420,"DSS was notified by a Campus Security Authority that an undisclosed victim reported she was sexually assaulted by a known person / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,5625 S. Ellis (Max Palevsky RH),Winter Quarter 2017,4/18/19 4:22 PM,CSA Report    19-016
421,"Two unknown suspects, one armed with a handgun, took property from a victim before fleeing on foot / CPD case JC229419",Information / Armed Robbery,CPD,1642 E. 56th St. (Alley),4/18/19 4:40 PM,4/18/19 4:49 PM,19-00423
422,Information relating to inappropriate use of UC computer in library,Information,Closed,1100 E. 57th St. (Regenstein Library),4/18/19 9:50 PM,4/18/19 10:13 PM,19-00424
423,Unknown suspects used force in an attempt to take property from a person walking off campus / Three suspects were arrested by responding UCPD officers,Attempt Robbery,Arrest,1350 E. Madison Park,4/18/19 11:10 PM,4/18/19 11:13 PM,19-00425
424,Underage individual intoxicated after consuming alcoholic beverages / Escorted to residence,Liquor Law Violation,Referred,1330 E. 53rd St. (Vue 53 RH),4/19/19 1:02 AM,4/19/19 1:02 AM,19-00426
425,Galaxy cell phone found on UC Shuttle Bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),4/19/19 3:12 PM,4/19/19 3:12 PM,19-00427
426,Unknown suspect snatched cell phone from the hand of a person walking on the sidewalk before fleeing to a waiting vehicle,Theft from Person,Open,1336 E. 61st St. (Public Way),4/20/19 4:25 PM,4/20/19 4:40 PM,19-00428
427,"Subject, without provocation, swung fists at staff member, causing victim to fear for her safety / Suspect arrested by UCPD",Assault,Arrest,5656 S. Maryland (UCMED),4/21/19 9:30 AM,4/21/19 9:35 AM,19-00429
428,Individual reports losing wallet between 1346 E. 53rd St. and the lakefront,Lost Property,Closed,1346 E. 53rd to Lakefront,4/21/19 2:53 PM,4/21/19 2:53 PM,19-00430
429,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,Various locations on campus,1/1/19 to 4/15/19  Various dates and times,4/22/19 8:40 AM,CSA Report    19-017
430,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,5625 S. Ellis (Max Palevsky RH),4/21/19 unspecified times,4/22/19 8:46 AM,CSA Report    19-018
431,Unknown suspect took a bag of tools from a parked van / Suspect dropped bag and fled when confronted by a worker,Theft,Open,1307 E. 60th St. (Construction Area),4/22/19 12:15 PM,4/22/19 12:36 PM,19-00431
432,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,Various locations on campus,4/19/19 unspecified times,4/22/19 3:01 PM,CSA Report    19-019
433,Vehicle struck a safety barrier and then struck a parked car / No injuries reported 2019-MVA00084,Traffic Crash,Closed,5700 S. Maryland (CCD),4/23/19 2:44 PM,4/23/19 2:44 PM,19-00432
434,Complainant reports a series of incidents believed to be related to a disagreement with a former roommate,Information,Closed,61st St. near Kenwood,1/20/19 to 4/20/19 9:30 PM to 11:50 AM,4/23/19 4:11 PM,19-00433
435,"Cash taken from unattended, unsecured wallet left in public space",Theft,Open,5730 S. Drexel (Comer Hospital),4/23/19 10:30 PM to 11:45 PM,4/24/19 12:36 AM,19-00434
436,"A police officer approached two unknown suspects who were committing a theft on the street off campus / As the suspects fled in a vehicle, one suspect fired a shot in the direction of the officer / No injuries or property damage reported / CPD case JC236093",Information / Aggravated Assault,CPD,5454 S. Dorchester (Public Way),4/24/19 5:43 AM,4/24/19 5:45 AM,19-00435
437,Secured bicycle taken from bike rack,Theft,Open,5840 S. Kenwood (Lab School Bike Rack),4/17/19 to 4/19/19 8:00 AM to 9:30 AM,4/24/19 8:32 AM,19-00436
438,"Unattended, unsecured book bag taken from common area",Theft,Open,1156 E. 57th St. (Divinity House),4/24/19 8:40 AM to 9:10 AM,4/24/19 2:28 PM,19-00437
439,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),4/24/19 3:24 PM,4/24/19 3:24 PM,19-00438
440,"Unattended, unsecured back pack taken from a chair in the caf�",Theft,Open,5500A. S. University (Dollop Caf�),4/24/19 5:30 PM to 6:40 PM,4/24/19 7:09 PM,19-00439
441,A staff member found a small baggie containing a white powdery substance in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),4/24/19 7:20 PM,4/24/19 8:04 PM,19-00440
442,Owner reports that an unknown person placed stickers on her parked vehicle,Information,Closed,5829 S. University (Public Way),4/25/19 7:10 AM,4/25/19 1:09 PM,19-00441
443,Unknown person(s) fired a weapon in the area of 62nd & Kimbark / Unoccupied parked vehicle sustained damage from the gunfire / No injuries reported / CPD case JC237957,Information / Shots Fired / Damage to Vehicle,CPD,6141 S. Kimbark (Public Way),4/25/19 2:37 PM,4/25/19 2:37 PM,19-00442
444,Individuals reported an adult roommate was missing / Missing person returned home,Information / Missing Person,Closed,Dorchester between 54th & 55th,4/22/19 7:00 AM,4/25/19 8:44 PM,19-00443
445,"Four unknown suspects, implying a weapon - no weapon seen - took property from two individuals walking on the sidewalk off campus / CPD case JC238682",Information / Aggravated Robbery,CPD,5201 S. Harper (Public Way),4/26/19 2:15 AM,4/26/19 2:23 AM,19-00444
446,"At the request of the director, an individual was escorted from the school by UCPD officer",Information,Closed,6300 S. Woodlawn (Woodlawn Charter School),4/26/19 8:40 AM,4/26/19 9:05 AM,19-00445
447,An individual found a wallet and turned it over to UCPD for safekeeping,Found Property,Closed,5444 S. Drexel,4/26/19 10:20 AM,4/26/19 10:38 AM,19-00446
448,Secured bicycle taken from bike rack,Theft,Open,5811 S. Ellis (Cobb Hall Bike Rack),4/26/19 11:15 AM to 4:00 PM,4/26/19 4:30 PM,19-00447
449,Report of suspicious vehicle following an individual walking on the sidewalk / Vehicle departed before police were notified,Information,Closed,5600 S. Woodlawn (Public Way),4/26/19 11:34 PM,4/26/19 11:36 PM,19-00448
450,Contract employee reports lost bag containing a laptop,Lost Property,Closed,5700 S. Maryland (CCD),4/27/19 9:00 AM to 10:30 AM,4/27/19 11:44 AM,19-00449
451,Individual reports lost wallet,Lost Property,Closed,58th & Woodlawn to 1100 E. 57th St.,4/26/19 1:00 PM to 5:00 PM,4/27/19 1:21 PM,19-00450
452,"Wallet taken from unattended, unsecured jacket",Theft,Open,1100 E. 57th St. (Regenstein Library),4/28/19 5:00 PM to 8:20 PM,4/28/19 9:13 PM,19-00451
453,Information regarding a message scrawled on a bulletin board,Information,Closed,929 E. 57th St. (Gordon Center),4/27/19 2:00 PM to 2:15 PM,4/29/19 2:10 PM,19-00452
454,Two suspects were observed taking items from a vehicle parked on the street / Suspects detained by UCPD officer / Victim declined prosecution,Theft from Motor Vehicle,Ex. Cleared,1218 E. Midway Pl.,4/29/19 2:50 PM to 3:00 PM,4/29/19 3:00 PM,19-00453
